len	idea	target	title
2			Functional Diffusion
3			In-Context Matting
2			Neural Lineage
2			Ungeneralizable Examples
4			A Multi-scale Approach
3			A New Baseline
4			A training-free approach
3			A Translational Perspective
3			Adversarial Consistency Models
5			An End-to-End Pipeline
5			An Image-to-Image View
4			An Open-World Perspective
3			Benchmark and Approach
4			CoLlisiOn-Aware Human Flow
3			Connecting the Dots
3			Controllable Articulation GEneration
3			Controllable Gaussian Splatting
3			Decoupled Prompt Tuning
3			Dexterous Grasp Transformer
4			Differentiable Micro-Mesh Construction
4			Feedback-Guided Autonomous Driving
4			Few-point Shape Completion
4			Friendly Sharpness-Aware Minimization
3			Gaussian Splatting SLAM
3			Generalized Event Cameras
4			Generating Full-Body Selfies
3			Generating Illustrated Instructions
3			Generative Image Dynamics
3			Generative NeRF2NeRF Translation
4			Granularity-Controllable Interactive Segmentation
3			Hearing Anything Anywhere
4			High-Dynamic Video Generation
3			Human Gaussian Splatting
3			Hyperbolic Anomaly Detection
3			Implicit Motion Function
3			inversion and manipulations
4			Language-conditioned Detection Transformer
4			Language-driven Grasp Detection
5			LiDAR-based Person Re-identification
3			Lifting Foundation Model
4			Mean-Shift Feature Transformer
3			Minimal Perspective Autocalibration
3			Modernizing COCO Segmentation
3			Motion Diversification Networks
4			Multi-Baseline Radiance Fields
6			Multi-purpose ExtremePose-Face-HQ dataset
3			Open MARS Dataset
5			Plug-and-Play Diffusion Distillation
3			Posterior Distillation Sampling
3			Predicting Image Geolocations
3			Referring Expression Counting
4			Region-Based Representations Revisited
3			Relightable Gaussian Avatars
4			Retrieval-Augmented Embodied Agents
3			Rewrite the stars
3			Scale Decoupled Distillation
5			Self-correcting LLM-controlled Diffusion
4			Self-Supervised Dual Contouring
4			Shadow-Enlightened Image Outpainting
3			Simpler, Faster, Stronger
5			Spectro-polarimetric Real-world Dataset
4			Tactile-Augmented Radiance Fields
4			Test-time Energy Adaptation
4			Towards Omni-modal Representations
3			Universal Relightable Hands
4			Visual In-Context Prompting
6	Gaussian Splatting	Text-to-3D	Text-to-3D using Gaussian Splatting
5	Meta-Regularization	Prompt Learning	Prompt Learning via Meta-Regularization
4			3D Language Gaussian Splatting
4			3D Neural Edge Reconstruction
4			A Residual Design Approach
4			Active Generalized Category Discovery
5			Alias-free 3D Gaussian Splatting
4			Brain Decodes Deep Nets
5			Breaking Rigidity in Super-Resolution
4			Can Transfer Learning Help?
5			COLMAP-Free 3D Gaussian Splatting
4			Concept Learning in Context
6			Context-Guided Spatio-Temporal Video Grounding
4			Dataset, Models and Benchmarks
7			Day-Night Cross-domain Vehicle Re-identification
5			Decomposition-Integration Enhancing Multimodal Insights
5			Detector-Free Structure from Motion
5			Device-Wise Federated Network Pruning
4			Differentiable Display Photometric Stereo
5			DiffeRentiable Occlusion-aware Bokeh Rendering
5			Differentiable Point-based Inverse Rendering
4			Diffusion Models Without Attention
